ORF,Protein Molecules/Cell
YOL021C,6.06E+02
YOL022C,1.25E+02
YOL023W,1.40E+03
YOL024W,-
YOL025W,1.95E+02
YOL026C,-
YOL027C,7.39E+03
YOL028C,1.69E+03
YOL029C,-
YOL030W,1.17E+04
YOL031C,2.42E+03
YOL032W,1.91E+03
YOL033W,2.94E+03
YOL034W,8.92E+02
YOL035C,-
YOL036W,-
YOL037C,-
YOL038W,1.68E+04
YOL039W,4.28E+05
YOL040C,-
YOL041C,5.91E+03
YOL042W,3.48E+03
YOL043C,1.25E+02
YOL044W,1.07E+03
YOL045W,2.22E+03
YOL046C,1.78E+03
YOL047C,1.55E+02
YOL048C,%
YOL049W,3.43E+03
YOL050C,-
YOL051W,6.06E+02
YOL052C,7.06E+03
YOL052C-A,7.84E+02
YOL053W,-
YOL054W,6.49E+03
YOL055C,1.95E+02
YOL056W,3.73E+03
YOL057W,3.26E+03
YOL058W,1.87E+03
YOL059W,8.97E+03
YOL060C,5.89E+03
YOL061W,3.31E+03
YOL062C,3.41E+03
YOL063C,1.25E+02
YOL064C,7.33E+03
YOL065C,1.20E+03
YOL066C,1.54E+03
YOL067C,2.19E+03
YOL068C,1.44E+03
YOL069W,1.55E+03
YOL070C,1.62E+03
YOL071W,1.08E+03
YOL072W,1.14E+03
YOL073C,-
YOL075C,-
YOL076W,5.80E+03
YOL077C,1.32E+04
YOL077W-A,1.32E+03
YOL078W,7.04E+02
YOL079W,-
YOL080C,4.28E+03
YOL081W,#
YOL082W,1.25E+03
YOL083W,-
YOL084W,-
YOL085C,-
YOL086C,-
YOL086W-A,-
YOL087C,5.89E+02
YOL088C,1.52E+03
YOL089C,2.38E+02
YOL090W,1.23E+03
YOL091W,-
YOL092W,1.80E+03
YOL093W,4.09E+03
YOL094C,2.76E+03
YOL095C,-
YOL096C,2.59E+02
YOL097C,1.21E+04
YOL098C,8.12E+03
YOL099C,-
YOL100W,%
YOL101C,#
YOL102C,6.72E+02
YOL103W,4.68E+02
YOL104C,%
YOL105C,#
YOL106W,-
YOL107W,1.63E+03
YOL108C,5.21E+02
YOL109W,#
YOL110W,9.37E+02
YOL111C,6.51E+03
YOL112W,1.73E+03
YOL113W,2.38E+02
YOL114C,-
YOL115W,7.55E+03
YOL116W,4.91E+02
YOL117W,1.32E+03
YOL118C,-
YOL119C,-
YOL120C,-
YOL121C,2.90E+04
YOL122C,-
YOL123W,-
YOL124C,2.02E+03
YOL125W,1.23E+03
YOL126C,5.26E+03
YOL127W,-
YOL128C,-
YOL129W,1.90E+03
YOL130W,%
YOL131W,-
YOL132W,-
YOL133W,-
YOL134C,-
YOL135C,7.60E+03
YOL136C,%
YOL137W,4.14E+02
YOL138C,6.06E+02
YOL139C,1.42E+04
YOL140W,2.30E+03
YOL141W,8.30E+02
YOL142W,6.05E+03
YOL143C,3.26E+03
YOL144W,2.17E+03
YOL145C,1.29E+04
YOL146W,2.21E+03
YOL147C,1.63E+03
YOL148C,4.15E+03
YOL149W,2.88E+03
YOL150C,-
YOL151W,5.46E+03
YOL152W,-
YOL153C,-
YOL154W,-
YOL155C,-
YOL156W,-
YOL157C,-
YOL158C,-
YOL159C,-
YOL159C-A,1.25E+02
YOL160W,-
YOL161C,-
YOL162W,-
YOL163W,-
YOL164W,-
YOL165C,-
YOL166C,-
YOR001W,2.16E+03
YOR002W,-
YOR003W,-
YOR004W,6.96E+03
YOR005C,-
YOR006C,3.61E+03
YOR007C,9.42E+03
YOR008C,6.64E+02
YOR008C-A,-
YOR008W-B,-
YOR009W,-
YOR010C,-
YOR011W,-
YOR012W,-
YOR013W,-
YOR014W,3.00E+02
YOR015W,-
YOR016C,2.71E+03
YOR017W,1.73E+03
YOR018W,3.86E+02
YOR019W,-
YOR020C,1.49E+02
YOR021C,2.52E+03
YOR022C,7.36E+02
YOR023C,3.39E+02
YOR024W,-
YOR025W,3.19E+02
YOR026W,1.43E+03
YOR027W,6.76E+04
YOR028C,#
YOR029W,-
YOR030W,-
YOR031W,-
YOR032C,-
YOR033C,6.72E+02
YOR034C,8.15E+02
YOR035C,3.41E+03
YOR036W,-
YOR037W,2.73E+03
YOR038C,9.22E+02
YOR039W,7.16E+03
YOR040W,#
YOR041C,-
YOR042W,6.23E+02
YOR043W,1.80E+03
YOR044W,4.28E+03
YOR045W,-
YOR046C,1.49E+04
YOR047C,2.38E+02
YOR048C,6.23E+02
YOR049C,-
YOR050C,-
YOR051C,1.08E+04
YOR052C,9.52E+03
YOR053W,-
YOR054C,-
YOR055W,-
YOR056C,4.49E+03
YOR057W,1.34E+03
YOR058C,5.56E+02
YOR059C,1.21E+03
YOR060C,1.69E+03
YOR061W,4.54E+03
YOR062C,2.01E+03
YOR063W,4.50E+02
YOR064C,8.61E+02
YOR065W,3.99E+04
YOR066W,-
YOR067C,-
YOR068C,-
YOR069W,6.12E+03
YOR070C,2.06E+02
YOR071C,%
YOR072W,-
YOR073W,%
YOR074C,-
YOR075W,-
YOR076C,2.33E+02
YOR077W,4.59E+03
YOR078W,2.12E+03
YOR079C,-
YOR080W,-
YOR081C,3.58E+02
YOR082C,-
YOR083W,1.44E+03
YOR084W,2.35E+03
YOR085W,4.03E+03
YOR086C,6.14E+03
YOR087W,1.31E+03
YOR088W,6.39E+02
YOR089C,8.76E+03
YOR090C,7.55E+03
YOR091W,4.22E+03
YOR092W,%
YOR093C,4.11E+01
YOR094W,1.24E+03
YOR095C,5.68E+03
YOR096W,4.10E+04
YOR097C,1.20E+03
YOR098C,4.68E+02
YOR099W,5.48E+03
YOR100C,-
YOR101W,2.05E+03
YOR102W,-
YOR103C,-
YOR104W,9.96E+02
YOR105W,3.67E+03
YOR106W,4.14E+02
YOR107W,#
YOR108W,2.88E+04
YOR109W,1.52E+03
YOR110W,2.66E+03
YOR111W,1.94E+03
YOR112W,1.36E+03
YOR113W,5.56E+02
YOR114W,-
YOR115C,-
YOR116C,6.02E+03
YOR117W,-
YOR118W,2.60E+03
YOR119C,-
YOR120W,%
YOR121C,-
YOR122C,-
YOR123C,1.11E+03
YOR124C,2.42E+03
YOR125C,-
YOR126C,-
YOR127W,3.96E+02
YOR128C,5.41E+03
YOR129C,7.68E+02
YOR130C,4.32E+02
YOR131C,3.96E+02
YOR132W,7.38E+03
YOR133W,8.27E+04
YOR134W,-
YOR135C,-
YOR136W,4.31E+04
YOR137C,-
YOR138C,5.93E+03
YOR139C,-
YOR140W,1.04E+03
YOR141C,1.01E+03
YOR142W,1.84E+04
YOR143C,3.32E+03
YOR144C,%
YOR145C,-
YOR146W,-
YOR147W,1.04E+04
YOR148C,7.52E+02
YOR149C,-
YOR150W,6.73E+03
YOR151C,1.87E+04
YOR152C,1.89E+03
YOR153W,4.20E+04
YOR154W,3.25E+03
YOR155C,1.59E+03
YOR156C,3.17E+03
YOR157C,1.14E+04
YOR158W,2.01E+03
YOR159C,5.56E+02
YOR160W,6.34E+03
YOR161C,%
YOR162C,-
YOR163W,3.44E+03
YOR164C,5.35E+03
YOR165W,2.27E+03
YOR166C,-
YOR167C,9.45E+04
YOR168W,3.75E+04
YOR169C,-
YOR170W,-
YOR171C,2.84E+03
YOR172W,1.25E+02
YOR173W,1.81E+03
YOR174W,1.62E+03
YOR175C,#
YOR176W,2.27E+04
YOR177C,%
YOR178C,-
YOR179C,1.43E+03
YOR180C,%
YOR181W,8.58E+03
YOR182C,1.85E+04
YOR183W,-
YOR184W,1.59E+04
YOR185C,2.46E+03
YOR186W,-
YOR187W,5.85E+04
YOR188W,1.72E+02
YOR189W,5.38E+02
YOR190W,-
YOR191W,%
YOR192C,-
YOR193W,3.82E+02
YOR194C,-
YOR195W,3.14E+02
YOR196C,1.63E+03
YOR197W,1.40E+03
YOR198C,3.34E+04
YOR199W,%
YOR200W,-
YOR201C,2.76E+03
YOR202W,2.10E+03
YOR203W,-
YOR204W,-
YOR205C,9.37E+02
YOR206W,2.90E+04
YOR207C,1.95E+03
YOR208W,1.49E+02
YOR209C,3.21E+04
YOR210W,5.30E+03
YOR211C,-
YOR212W,2.05E+03
YOR213C,1.80E+03
YOR214C,#
YOR215C,2.87E+03
YOR216C,7.62E+03
YOR217W,2.36E+03
YOR218C,-
YOR219C,%
YOR220W,9.67E+02
YOR221C,1.36E+03
YOR222W,-
YOR223W,%
YOR224C,6.21E+03
YOR225W,-
YOR226C,3.42E+03
YOR227W,1.95E+02
YOR228C,-
YOR229W,3.75E+03
YOR230W,7.75E+03
YOR231W,1.04E+03
YOR232W,-
YOR233W,1.43E+02
YOR234C,6.56E+04
YOR235W,-
YOR236W,1.08E+03
YOR237W,1.69E+03
YOR238W,8.92E+02
YOR239W,1.70E+04
YOR241W,7.08E+03
YOR242C,3.00E+03
YOR243C,4.15E+03
YOR244W,1.17E+03
YOR245C,9.07E+02
YOR246C,9.67E+02
YOR247W,%
YOR248W,-
YOR249C,2.59E+02
YOR250C,-
YOR250C,-
YOR251C,5.77E+03
YOR252W,5.35E+03
YOR253W,2.37E+03
YOR254C,1.77E+04
YOR255W,-
YOR256C,3.00E+02
YOR257W,-
YOR258W,3.96E+02
YOR259C,-
YOR260W,9.53E+03
YOR261C,1.98E+04
YOR262W,9.23E+03
YOR263C,-
YOR264W,9.22E+02
YOR265W,1.76E+03
YOR266W,1.46E+03
YOR267C,3.00E+02
YOR268C,-
YOR269W,%
YOR270C,5.57E+04
YOR271C,9.29E+03
YOR272W,6.67E+03
YOR273C,2.14E+04
YOR274W,2.02E+03
YOR275C,2.88E+03
YOR276W,2.69E+04
YOR277C,-
YOR278W,1.36E+03
YOR279C,8.61E+02
YOR280C,-
YOR281C,7.70E+03
YOR282W,-
YOR283W,8.30E+03
YOR284W,1.36E+03
YOR285W,7.47E+03
YOR286W,4.22E+03
YOR287C,-
YOR288C,8.30E+02
YOR289W,1.71E+03
YOR290C,2.17E+02
YOR291W,#
YOR292C,-
YOR293W,5.41E+04
YOR294W,-
YOR295W,6.39E+02
YOR296W,3.00E+02
YOR297C,4.44E+03
YOR298C-A,4.73E+04
YOR298W,-
YOR299W,2.07E+03
YOR300W,-
YOR301W,-
YOR302W,-
YOR303W,2.58E+03
YOR304C-A,6.56E+02
YOR304W,1.52E+03
YOR305W,1.42E+03
YOR306C,-
YOR307C,7.84E+02
YOR308C,%
YOR309C,-
YOR310C,3.47E+04
YOR311C,7.84E+02
YOR312C,#
YOR313C,-
YOR314W,-
YOR314W-A,-
YOR315W,%
YOR316C,2.07E+03
YOR317W,7.47E+03
YOR318C,-
YOR319W,1.24E+03
YOR320C,2.38E+02
YOR321W,2.72E+03
YOR322C,2.95E+02
YOR323C,6.92E+03
YOR324C,2.59E+02
YOR325W,-
YOR326W,4.34E+03
YOR327C,3.00E+02
YOR328W,-
YOR329C,7.04E+02
YOR330C,3.77E+02
YOR331C,-
YOR332W,1.61E+04
YOR333C,-
YOR334W,7.68E+02
YOR335C,3.38E+04
YOR336W,8.15E+02
YOR337W,7.36E+02
YOR338W,-
YOR339C,-
YOR340C,4.07E+03
YOR341W,2.84E+03
YOR342C,1.36E+03
YOR343C,-
YOR344C,4.86E+02
YOR345C,-
YOR346W,5.21E+02
YOR347C,2.13E+03
YOR348C,-
YOR349W,7.04E+02
YOR350C,8.61E+02
YOR351C,-
YOR352W,3.51E+03
YOR353C,8.92E+02
YOR354C,7.25E+03
YOR355W,2.28E+03
YOR356W,3.32E+03
YOR357C,%
YOR358W,4.50E+02
YOR359W,3.20E+03
YOR360C,6.51E+03
YOR361C,4.75E+04
YOR362C,1.20E+04
YOR363C,%
YOR364W,-
YOR365C,-
YOR366W,-
YOR367W,1.58E+03
YOR368W,1.89E+02
YOR369C,-
YOR370C,2.38E+04
YOR371C,1.64E+03
YOR372C,7.99E+02
YOR373W,8.92E+02
YOR374W,2.22E+04
YOR375C,7.75E+04
YOR376W,-
YOR377W,1.99E+03
YOR378W,-
YOR379C,-
YOR380W,-
YOR381W,-
YOR382W,-
YOR383C,-
YOR384W,-
YOR385W,5.04E+02
YOR386W,6.88E+02
YOR387C,-
YOR388C,-
YOR389W,-
YOR390W,-
YOR391C,-
YOR392W,-
YOR393W,-
YOR394W,-
YOR396W,-
YPL001W,-
YPL002C,1.04E+03
YPL003W,-
YPL004C,1.04E+05
YPL005W,1.76E+03
YPL006W,5.21E+02
YPL007C,2.07E+03
YPL008W,9.89E+01
YPL009C,7.70E+03
YPL010W,-
YPL011C,3.30E+03
YPL012W,8.17E+03
YPL013C,%
YPL014W,#
YPL015C,5.26E+03
YPL016W,9.23E+01
YPL017C,6.40E+03
YPL018W,1.25E+03
YPL019C,2.63E+03
YPL020C,3.77E+02
YPL021W,-
YPL022W,1.40E+03
YPL023C,-
YPL024W,1.50E+03
YPL025C,-
YPL026C,2.81E+03
YPL027W,-
YPL028W,6.09E+04
YPL029W,1.44E+03
YPL030W,7.72E+03
YPL031C,6.16E+03
YPL032C,2.18E+03
YPL033C,-
YPL034W,#
YPL035C,-
YPL036W,-
YPL037C,1.80E+04
YPL038W,5.21E+02
YPL039W,-
YPL040C,1.27E+03
YPL041C,-
YPL042C,-
YPL043W,4.99E+03
YPL044C,-
YPL045W,1.30E+03
YPL046C,5.38E+02
YPL047W,6.72E+02
YPL048W,6.09E+04
YPL049C,1.46E+03
YPL050C,1.63E+03
YPL051W,1.92E+03
YPL052W,#
YPL053C,4.38E+03
YPL054W,-
YPL055C,2.06E+03
YPL056C,-
YPL057C,#
YPL058C,7.52E+02
YPL059W,6.26E+03
YPL060W,3.96E+02
YPL061W,1.35E+05
YPL062W,-
YPL063W,2.40E+03
YPL064C,2.36E+03
YPL065W,1.42E+03
YPL066W,3.96E+02
YPL067C,1.47E+03
YPL068C,#
YPL069C,2.84E+03
YPL070W,-
YPL071C,%
YPL072W,4.50E+02
YPL073C,-
YPL074W,2.59E+02
YPL075W,2.59E+02
YPL076W,%
YPL077C,-
YPL078C,1.29E+04
YPL079W,6.64E+04
YPL080C,-
YPL081W,1.06E+05
YPL082C,6.56E+03
YPL083C,5.31E+02
YPL084W,1.02E+04
YPL085W,3.58E+02
YPL086C,4.76E+03
YPL087W,-
YPL088W,-
YPL089C,7.36E+02
YPL090C,6.60E+04
YPL091W,7.60E+03
YPL092W,-
YPL093W,2.80E+04
YPL094C,1.65E+04
YPL095C,5.73E+02
YPL096W,4.85E+03
YPL097W,9.96E+02
YPL098C,-
YPL099C,-
YPL100W,6.02E+03
YPL101W,3.58E+02
YPL102C,-
YPL103C,1.78E+02
YPL104W,1.55E+03
YPL105C,8.30E+02
YPL106C,7.17E+04
YPL107W,2.10E+03
YPL108W,#
YPL109C,2.47E+03
YPL110C,2.30E+03
YPL111W,4.28E+04
YPL112C,2.42E+03
YPL113C,-
YPL114W,-
YPL115C,7.52E+02
YPL116W,4.42E+03
YPL117C,2.55E+04
YPL118W,6.56E+02
YPL119C,1.48E+03
YPL120W,2.49E+03
YPL121C,-
YPL122C,8.90E+03
YPL123C,5.04E+02
YPL124W,-
YPL125W,6.30E+03
YPL126W,6.56E+03
YPL127C,6.56E+03
YPL128C,6.38E+03
YPL129W,3.12E+03
YPL130W,-
YPL131W,-
YPL132W,-
YPL133C,7.99E+02
YPL134C,2.84E+03
YPL135W,1.08E+04
YPL136W,-
YPL137C,6.56E+02
YPL138C,1.68E+03
YPL139C,3.04E+03
YPL140C,1.95E+03
YPL141C,5.56E+02
YPL142C,-
YPL143W,-
YPL144W,2.21E+03
YPL145C,3.22E+04
YPL146C,1.60E+03
YPL147W,-
YPL148C,4.86E+02
YPL149W,6.06E+02
YPL150W,%
YPL151C,1.77E+03
YPL152W,2.43E+03
YPL153C,6.90E+03
YPL154C,-
YPL155C,6.56E+02
YPL156C,-
YPL157W,-
YPL158C,2.38E+02
YPL159C,-
YPL160W,1.58E+05
YPL161C,6.33E+03
YPL162C,1.44E+03
YPL163C,6.88E+02
YPL164C,-
YPL165C,-
YPL166W,7.52E+02
YPL167C,-
YPL168W,#
YPL169C,2.83E+03
YPL170W,6.30E+03
YPL171C,-
YPL172C,-
YPL173W,-
YPL174C,2.38E+02
YPL175W,1.48E+03
YPL176C,3.96E+02
YPL177C,5.21E+02
YPL178W,6.20E+03
YPL179W,3.19E+02
YPL180W,2.43E+02
YPL181W,1.59E+03
YPL182C,-
YPL183C,3.45E+03
YPL183W-A,5.38E+02
YPL184C,7.95E+03
YPL185W,-
YPL186C,-
YPL187W,-
YPL188W,4.65E+03
YPL189W,-
YPL190C,5.83E+03
YPL191C,2.05E+03
YPL192C,%
YPL193W,2.59E+02
YPL194W,2.38E+02
YPL195W,1.35E+04
YPL196W,1.56E+03
YPL197C,-
YPL198W,7.08E+03
YPL199C,2.13E+03
YPL200W,-
YPL201C,-
YPL202C,#
YPL203W,2.22E+03
YPL204W,1.03E+04
YPL205C,-
YPL206C,3.27E+03
YPL207W,5.41E+03
YPL208W,4.80E+03
YPL209C,1.49E+02
YPL210C,1.18E+04
YPL211W,5.17E+03
YPL212C,8.13E+03
YPL213W,3.63E+03
YPL214C,#
YPL215W,1.42E+04
YPL216W,3.06E+03
YPL217C,-
YPL218W,-
YPL219W,3.96E+02
YPL220W,1.16E+05
YPL221W,#
YPL222W,2.43E+03
YPL223C,%
YPL224C,-
YPL225W,3.75E+04
YPL226W,3.76E+04
YPL227C,5.80E+03
YPL228W,3.90E+03
YPL229W,9.22E+02
YPL230W,-
YPL231W,1.70E+04
YPL232W,4.50E+02
YPL233W,3.71E+03
YPL234C,5.38E+02
YPL235W,3.03E+03
YPL236C,-
YPL237W,-
YPL238C,-
YPL239W,1.31E+04
YPL240C,4.45E+05
YPL241C,1.63E+03
YPL242C,2.79E+02
YPL243W,6.28E+03
YPL244C,-
YPL245W,1.13E+03
YPL246C,7.85E+03
YPL247C,7.99E+02
YPL248C,1.66E+02
YPL249C,1.94E+03
YPL249C-A,5.37E+03
YPL250C,4.50E+02
YPL251W,-
YPL252C,1.48E+04
YPL253C,-
YPL254W,7.95E+03
YPL255W,9.22E+02
YPL256C,1.27E+03
YPL257W,-
YPL258C,-
YPL259C,4.42E+03
YPL260W,#
YPL261C,-
YPL262W,6.92E+03
YPL263C,4.01E+03
YPL264C,-
YPL265W,4.32E+02
YPL266W,-
YPL267W,6.88E+02
YPL268W,%
YPL269W,6.56E+02
YPL270W,3.39E+03
YPL271W,4.28E+03
YPL272C,-
YPL273W,6.03E+04
YPL274W,1.30E+03
YPL275W,-
YPL276W,-
YPL277C,-
YPL278C,-
YPL279C,-
YPL280W,-
YPL281C,-
YPL282C,-
YPL283C,-
YPR001W,-
YPR002C-A,-
YPR002W,2.73E+03
YPR003C,%
YPR004C,2.95E+03
YPR005C,-
YPR006C,1.08E+03
YPR007C,-
YPR008W,3.39E+02
YPR009W,-
YPR010C,1.41E+04
YPR011C,-
YPR012W,-
YPR013C,1.95E+02
YPR014C,-
YPR015C,-
YPR016C,1.86E+04
YPR016W-A,-
YPR017C,1.50E+03
YPR018W,1.59E+03
YPR019W,8.80E+03
YPR020W,%
YPR021C,-
YPR022C,2.38E+02
YPR023C,1.89E+03
YPR024W,2.01E+04
YPR025C,8.70E+03
YPR026W,-
YPR027C,-
YPR028W,1.76E+03
YPR029C,4.85E+03
YPR030W,-
YPR031W,1.72E+02
YPR032W,%
YPR033C,2.68E+04
YPR034W,1.36E+03
YPR035W,3.46E+05
YPR036W,2.25E+04
YPR037C,2.59E+02
YPR038W,-
YPR039W,-
YPR040W,5.71E+03
YPR041W,4.83E+04
YPR042C,3.77E+02
YPR043W,4.46E+04
YPR044C,-
YPR045C,3.36E+03
YPR046W,2.79E+02
YPR047W,1.80E+03
YPR048W,%
YPR049C,8.55E+01
YPR050C,-
YPR051W,1.94E+03
YPR052C,3.87E+03
YPR053C,-
YPR054W,-
YPR055W,-
YPR056W,4.63E+03
YPR057W,1.87E+03
YPR058W,-
YPR059C,-
YPR060C,%
YPR061C,4.14E+02
YPR062W,5.18E+03
YPR063C,2.14E+03
YPR064W,-
YPR065W,2.38E+02
YPR066W,7.52E+02
YPR067W,1.56E+03
YPR068C,5.38E+02
YPR069C,-
YPR070W,4.67E+03
YPR071W,#
YPR072W,5.11E+03
YPR073C,3.50E+03
YPR074C,4.03E+04
YPR074W-A,%
YPR075C,1.16E+03
YPR076W,-
YPR077C,-
YPR078C,-
YPR079W,#
YPR080W,3.77E+02
YPR081C,2.29E+03
YPR082C,-
YPR083W,4.14E+02
YPR084W,-
YPR085C,-
YPR086W,6.75E+03
YPR087W,-
YPR088C,-
YPR089W,-
YPR090W,3.69E+03
YPR091C,8.61E+02
YPR092W,-
YPR093C,-
YPR094W,-
YPR095C,2.79E+02
YPR096C,-
YPR097W,3.08E+03
YPR098C,7.52E+02
YPR099C,-
YPR100W,3.39E+03
YPR101W,7.21E+02
YPR102C,3.90E+04
YPR103W,8.53E+03
YPR104C,6.39E+02
YPR105C,1.62E+03
YPR106W,5.21E+02
YPR107C,3.69E+03
YPR108W,5.19E+04
YPR109W,-
YPR110C,1.30E+04
YPR111W,3.32E+03
YPR112C,2.22E+03
YPR113W,3.81E+03
YPR114W,1.92E+03
YPR115W,3.00E+02
YPR116W,2.14E+03
YPR117W,-
YPR118W,9.22E+02
YPR119W,3.39E+02
YPR120C,5.21E+02
YPR121W,-
YPR122W,6.23E+02
YPR123C,-
YPR124W,1.18E+03
YPR125W,1.13E+04
YPR126C,-
YPR127W,2.19E+03
YPR128C,2.25E+03
YPR129W,1.28E+03
YPR130C,-
YPR131C,6.39E+02
YPR132W,3.34E+03
YPR133C,2.83E+03
YPR133W-A,-
YPR134W,8.61E+02
YPR135W,3.28E+03
YPR136C,-
YPR137W,5.13E+03
YPR138C,3.82E+03
YPR139C,6.63E+03
YPR140W,1.34E+03
YPR141C,3.25E+03
YPR142C,-
YPR143W,6.20E+03
YPR144C,1.63E+03
YPR145W,-
YPR146C,-
YPR147C,2.01E+03
YPR148C,%
YPR149W,#
YPR150W,-
YPR151C,-
YPR152C,1.31E+03
YPR153W,-
YPR154W,2.19E+03
YPR155C,2.94E+03
YPR156C,2.76E+03
YPR157W,-
YPR158W,-
YPR159W,4.76E+03
YPR160W,-
YPR161C,2.07E+03
YPR162C,2.17E+03
YPR163C,2.40E+04
YPR164W,-
YPR165W,-
YPR166C,-
YPR167C,2.17E+02
YPR168W,1.47E+03
YPR169W,7.75E+03
YPR170C,-
YPR171W,7.04E+02
YPR172W,3.58E+02
YPR173C,5.35E+03
YPR174C,3.42E+03
YPR175W,3.11E+03
YPR176C,1.52E+03
YPR177C,-
YPR178W,1.77E+03
YPR179C,1.10E+03
YPR180W,7.43E+03
YPR181C,-
YPR182W,2.57E+03
YPR183W,1.89E+03
YPR184W,1.25E+02
YPR185W,1.49E+02
YPR186C,1.38E+03
YPR187W,6.09E+03
YPR188C,1.13E+03
YPR189W,1.19E+04
YPR190C,2.52E+03
YPR191W,3.57E+04
YPR192W,-
YPR193C,-
YPR194C,-
YPR195C,-
YPR196W,-
YPR197C,-
YPR198W,-
YPR199C,-
YPR200C,-
YPR201W,-
YPR202W,-
YPR203W,-
YPR204W,-